iso_time_utc	mono_s	sample_kind	sample_idx	planned_x_m	planned_y_m	rover_x_m	rover_y_m	rover_z_m	heading_deg	goal_error_m	ping_value	predicted_radius_m	last_known_x_m	last_known_y_m
2026-04-08T04:27:34Z	43666.312	drive	1	-5531.479	-10259.446	-5942.800	-10245.400	1452.900	175.200	411.561	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:27:35Z	43668.140	drive	1	-5531.479	-10259.446	-5942.800	-10245.400	1452.900	175.200	411.561	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:27:37Z	43669.921	drive	1	-5531.479	-10259.446	-5942.800	-10245.400	1452.900	175.200	411.561	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:27:39Z	43671.687	drive	1	-5531.479	-10259.446	-5943.100	-10245.400	1452.900	178.300	411.861	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:27:41Z	43673.500	drive	1	-5531.479	-10259.446	-5943.700	-10245.601	1453.000	-173.700	412.454	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:27:43Z	43675.531	drive	1	-5531.479	-10259.446	-5944.600	-10246.101	1453.100	-161.100	413.337	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:27:45Z	43677.343	drive	1	-5531.479	-10259.446	-5945.600	-10246.601	1453.100	-154.900	414.320	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:27:46Z	43679.078	drive	1	-5531.479	-10259.446	-5946.000	-10246.700	1453.200	-160.200	414.717	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:27:48Z	43680.859	drive	1	-5531.479	-10259.446	-5946.000	-10246.700	1453.200	-159.700	414.717	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:27:50Z	43682.656	drive	1	-5531.479	-10259.446	-5945.700	-10246.700	1453.200	-156.100	414.417	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:27:52Z	43684.484	drive	1	-5531.479	-10259.446	-5945.900	-10246.900	1453.200	-151.900	414.611	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:27:54Z	43686.234	drive	1	-5531.479	-10259.446	-5946.400	-10247.400	1453.200	-142.300	415.096	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:27:56Z	43688.234	drive	1	-5531.479	-10259.446	-5947.000	-10248.601	1453.300	-126.900	415.662	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:27:57Z	43690.015	drive	1	-5531.479	-10259.446	-5947.300	-10249.200	1453.400	-119.300	415.947	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:27:59Z	43691.781	drive	1	-5531.479	-10259.446	-5947.600	-10249.900	1453.400	-116.700	416.231	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:28:01Z	43693.515	drive	1	-5531.479	-10259.446	-5947.500	-10249.900	1453.400	-114.900	416.130	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:28:03Z	43695.500	drive	1	-5531.479	-10259.446	-5946.900	-10249.101	1453.300	-102.700	415.550	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:28:05Z	43697.234	drive	1	-5531.479	-10259.446	-5946.400	-10248.200	1453.300	-86.100	415.073	1.000	13.200	-5839.300	-10460.600
